Session,catB,catC,catE,catF,catG,catH,catJ,catK,catL,catM,catN,catO,catP,catQ
26136,1.0,0.8999999999999999,1.0,0.8285714285714285,0.5,1.0,0.75,1.0,0.5,0.8,0.5833333333333334,2.9605,1.0,0.2813186813186813
30547,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,4.0,1.0,0.14488348530901718
30642,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,3.5185,1.0,0.3079399141630901
33929,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.75,1.0,0.5,0.8,0.8333333333333334,3.1476666666666677,1.0,0.3695652173913043
37258,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8226666666666667,1.0,0.31489361702127666
42149,1.0,1.0,1.0,1.0,0.5,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,2.9251666666666662,1.0,0.1854243542435425
45113,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.8975,1.0,0.19518377693282646
46894,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.695833333333333,1.0,0.2228855721393034
49853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.705333333333333,1.0,0.06284454244762942
50164,1.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,1.0,3.6535,1.0,0.2494208494208495
51481,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.6155,1.0,0.1635467980295566
51823,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.4,0.8,0.0,0.5,0.3333333333333333,2.357166666666666,1.0,0.4666666666666667
51858,0.9,1.0,1.0,0.7428571428571429,0.0,0.8,0.8,0.8,0.0,0.8,1.0,2.563833333333333,1.0,0.4811827956989246
24070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.478666666666667,1.0,0.2221095334685599
24296,0.8,0.8500000000000001,1.0,0.9428571428571428,0.8,0.8,0.8,0.5,0.0,0.5,0.6666666666666666,2.1678333333333337,1.0,0.6873385012919897
26120,0.9,0.9,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.5,0.5,2.1919999999999997,1.0,0.4210526315789472
26394,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,3.2875,1.0,0.1072740631888317
26517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.056666666666666,1.0,0.14437689969604875
27113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.6239999999999997,1.0,0.1645569620253165
28118,0.8,0.65,1.0,0.5142857142857143,0.5,0.5,0.25,0.8,0.5,0.5,0.3333333333333333,1.7033333333333331,1.0,0.4093567251461989
30815,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,0.8,0.3333333333333333,2.8546666666666667,1.0,0.20783847980997625
31724,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,3.1545,1.0,0.18312559923298188
33903,0.9,0.65,0.8,0.5714285714285714,0.5,0.5,0.25,0.8,0.5,0.5,0.3333333333333333,2.7889999999999997,1.0,0.09532710280373836
35277,0.5,0.9,1.0,0.7142857142857143,0.5,1.0,0.75,0.8,0.8,0.8,0.0,3.6181666666666663,1.0,0.3973880597014925
35544,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,0.8,1.0,0.5,0.0,3.327833333333333,1.0,0.3111679454390451
38877,0.9,0.95,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,3.2239999999999998,1.0,0.21473684210526306
44623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.13683483068417426
46016,1.0,0.95,0.8,0.6571428571428571,0.5,1.0,0.75,0.8,0.0,0.8,0.6666666666666666,3.614333333333333,1.0,0.2075098814229249
46486,0.8,0.65,1.0,0.42857142857142855,0.8,0.5,0.0,0.8,0.0,0.5,0.3333333333333333,2.677,1.0,0.2103174603174602
48778,0.9,1.0,1.0,0.7999999999999999,0.8,1.0,0.9,0.8,0.8,0.5,0.5,2.9226666666666667,1.0,0.17767988252569766
52345,0.9,0.95,1.0,0.7142857142857143,0.8,1.0,0.4,0.8,0.0,0.8,0.3333333333333333,2.8906666666666667,1.0,0.4906166219839142
53644,1.0,0.8500000000000001,0.5,0.7142857142857143,0.0,1.0,1.0,0.8,0.8,1.0,0.8333333333333334,3.658333333333333,1.0,0.33771929824561403
33683,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,0.8,0.8,0.4166666666666667,2.6511666666666667,1.0,0.19897304236200256
34873,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,0.8,0.8,0.8,0.0,2.65,1.0,0.3210633946830265
37822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.5,0.8333333333333334,3.2126666666666672,1.0,0.14882506527415135
38623,0.9,0.8,1.0,0.6571428571428571,0.0,0.8,0.4,0.5,0.0,0.5,0.5,1.8491666666666668,1.0,0.7247386759581881
41929,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,0.8,1.0,0.8,1.0,3.7403333333333335,1.0,0.4721893491124259
42844,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,0.8,0.8,1.0,2.969,1.0,0.018735362997658173
49397,1.0,1.0,1.0,0.8285714285714286,0.8,1.0,1.0,0.8,0.8,0.5,0.8333333333333334,2.329,1.0,0.2245989304812836
49829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6175,1.0,0.3101145038167939
52240,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.75,2.4406666666666665,1.0,0.1808415398388541
29891,1.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,0.8,1.0,0.6666666666666666,3.7265,1.0,0.3212121212121213
34499,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.8605,1.0,0.4417562724014337
35290,0.9,0.7250000000000001,1.0,0.7142857142857143,0.5,1.0,0.0,0.8,0.5,0.5,0.0,2.281833333333333,1.0,0.16019417475728154
37798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.17722534081796318
42724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,3.1101666666666667,1.0,0.3344086021505377
44352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.765833333333333,1.0,0.1095890410958904
46513,0.8,0.9,1.0,0.6571428571428571,0.8,0.8,0.0,0.5,0.0,0.5,0.6666666666666666,3.4904999999999995,1.0,0.29537366548042704
51253,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,4.0,1.0,0.044541010320477935
26548,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.6666666666666666,3.9325,1.0,0.17159763313609466
33895,1.0,1.0,1.0,0.9428571428571428,0.8,0.8,0.5,0.8,0.8,0.8,0.5,2.9665,1.0,0.2076788830715532
49812,1.0,1.0,1.0,0.7999999999999999,0.8,1.0,1.0,1.0,0.8,0.8,0.16666666666666666,2.091666666666667,1.0,0.2963885429638854
29461,0.8,0.8,1.0,0.5142857142857143,0.5,0.8,0.65,0.8,0.5,0.8,0.8333333333333334,2.975333333333333,1.0,0.23619047619047615
26604,0.8,0.95,1.0,0.6571428571428571,0.8,1.0,0.25,0.5,0.0,0.5,0.75,2.8569999999999998,1.0,0.3069053708439898
29598,1.0,0.95,1.0,0.8571428571428571,1.0,1.0,0.4,0.8,0.0,0.8,1.0,2.4405,1.0,0.4105960264900663
33564,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.755,1.0,0.18539865513928916
33781,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,0.8,0.75,3.357666666666667,1.0,0.08153477218225416
34127,0.9,1.0,1.0,0.8857142857142858,0.5,1.0,1.0,0.8,0.8,0.8,0.75,2.790833333333333,1.0,0.19283065512978975
34854,0.9,0.95,1.0,0.9428571428571428,0.8,0.8,0.9,0.8,0.8,1.0,0.8333333333333334,3.381,1.0,0.290519877675841
33546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.085833333333333,1.0,0.5907335907335907
41135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.8335000000000004,1.0,0.10451977401129936
17627,1.0,0.9,1.0,0.6571428571428571,0.5,1.0,0.0,0.8,0.0,0.8,0.5,2.6341666666666668,0.8,0.29936305732484075
24861,1.0,1.0,0.5,0.8571428571428571,0.5,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,1.6071666666666669,1.0,1.024534686971235
26406,1.0,0.8500000000000001,1.0,0.7142857142857143,0.5,0.8,0.75,1.0,0.8,0.8,0.8333333333333334,3.2865,1.0,0.23500810372771466
26621,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3.5975,1.0,0.13860544217687076
29692,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.5,0.8,0.5,0.5,0.3333333333333333,1.3281666666666667,1.0,0.025830258302582995
33680,0.65,0.7749999999999999,1.0,0.6571428571428571,0.0,0.8,0.0,0.5,0.0,0.5,0.16666666666666666,3.153,1.0,0.3015873015873016
33791,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,0.8,0.8,1.0,0.8333333333333334,3.577833333333333,1.0,0.2639405204460966
44185,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.866166666666667,1.0,0.16050686378035905
46769,0.9,1.0,1.0,0.7428571428571429,0.5,1.0,0.4,0.8,0.0,0.5,0.8333333333333334,2.872666666666667,1.0,0.10129870129870126
47410,0.8,0.8,1.0,0.5714285714285714,0.0,0.8,0.5,0.5,0.0,0.5,0.6666666666666666,3.7075,1.0,0.5944584382871536
47419,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3473333333333333,1.0,0.12883895131086154
49270,0.8,0.8500000000000001,1.0,0.7142857142857143,0.0,1.0,0.65,1.0,0.5,0.8,0.5,1.74,1.0,0.4164759725400458
50636,1.0,0.8999999999999999,1.0,0.8571428571428571,0.5,1.0,1.0,0.8,0.8,0.8,0.8333333333333334,3.873,1.0,0.20475113122171956
50867,0.8,1.0,1.0,0.7142857142857143,0.0,1.0,0.75,0.8,0.8,0.8,1.0,3.9010000000000002,1.0,0.11764705882352935
52619,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.5,3.3663333333333334,1.0,0.2726326742976067
26122,1.0,0.95,1.0,1.0,1.0,1.0,0.4,0.5,0.0,0.5,0.6666666666666666,3.561833333333334,1.0,0.15966386554621834
26187,1.0,0.95,1.0,1.0,1.0,1.0,0.9,0.8,0.8,1.0,1.0,3.9478333333333335,1.0,0.12134502923976626
28201,0.9,0.8999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.4198333333333333,1.0,0.31669266770670823
30541,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.703666666666667,1.0,0.27527527527527523
38140,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,3.7846666666666655,1.0,0.18406072106261856
39606,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,0.8,1.0,0.8,0.6666666666666666,3.0066666666666664,1.0,0.2341417910447762
52098,0.8,0.7,1.0,0.7428571428571429,0.5,0.8,0.5,0.5,0.5,0.5,0.8333333333333334,3.2541666666666664,1.0,0.163758389261745
52099,1.0,1.0,1.0,0.8857142857142858,1.0,0.8,0.9,0.8,0.8,0.5,1.0,3.8145,1.0,0.06625766871165653
44677,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.937833333333333,1.0,0.18904109589041115
24188,1.0,0.8999999999999999,1.0,0.8571428571428571,0.8,1.0,0.75,1.0,0.8,0.8,1.0,2.7106666666666666,1.0,0.15901639344262303
26812,1.0,1.0,1.0,1.0,0.5,1.0,0.9,1.0,1.0,0.8,1.0,2.2555,1.0,0.03619909502262447
29639,0.9,0.95,1.0,0.7142857142857143,0.5,1.0,0.5,0.8,0.0,0.0,0.5,2.7351666666666667,1.0,0.34097421203438394
52824,1.0,0.8999999999999999,1.0,0.7142857142857143,0.8,0.8,0.9,1.0,0.8,0.8,0.5833333333333334,3.9391666666666665,1.0,0.20625
26324,1.0,0.95,1.0,0.9428571428571428,0.8,0.8,1.0,1.0,1.0,0.8,1.0,2.841333333333333,1.0,0.04557640750670236
32846,0.9,0.8999999999999999,1.0,0.7999999999999999,0.8,1.0,0.9,0.8,0.8,0.8,0.6666666666666666,2.4825,1.0,0.23589001447177999
40212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.0130000000000003,1.0,0.16924265842349298
52148,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.5,0.8333333333333334,3.955,1.0,0.42
53366,1.0,0.7250000000000001,1.0,0.5142857142857143,0.0,0.5,0.9,0.8,1.0,1.0,0.8333333333333334,3.988,1.0,0.04621848739495794
28974,0.25,0.6000000000000001,1.0,0.5714285714285714,0.5,0.5,0.0,0.5,0.0,0.0,0.0,2.2641666666666667,1.0,1.0062111801242235
45609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.813333333333333,1.0,0.1311172668513389
45123,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,3.341666666666667,1.0,0.2096774193548388
26750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.902333333333333,1.0,0.2688888888888888
47309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.5745,1.0,0.2761578044596912
29103,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,3.5465,1.0,0.17780840799448666
37944,0.8,0.95,1.0,0.42857142857142855,0.0,1.0,1.0,0.8,0.5,0.5,1.0,4.0,1.0,0.4876712328767122
31501,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.705666666666666,0.0,0.309375
33562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.4415,0.0,0.30303030303030304
29357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2258333333333336,0.0,1.2032786885245903
33883,0.75,0.875,1.0,0.42857142857142855,0.5,1.0,0.5,0.5,0.0,0.5,0.16666666666666666,1.9781666666666664,1.0,0.35620915032679745
30673,1.0,0.625,1.0,0.7142857142857143,0.5,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,2.9018333333333337,1.0,0.16945107398568007
53579,0.5,0.375,0.5,0.7142857142857143,0.0,0.5,0.0,0.5,0.0,0.5,0.16666666666666666,2.263833333333334,1.0,inf
46628,1.0,0.8,1.0,0.8571428571428571,1.0,1.0,0.25,0.8,0.0,0.8,0.6666666666666666,2.732166666666666,1.0,0.2777777777777779
29522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,2.357666666666667,1.0,0.5243488108720273
30056,0.65,0.375,0.5,0.2571428571428572,0.0,0.5,0.0,0.5,0.0,0.0,1.0,3.1556666666666664,1.0,0.5016181229773463
24221,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8,0.0,0.6666666666666666,1.9769999999999999,1.0,0.320754716981132
26274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,2.26,0.0,
16806,0.9,0.65,0.5,0.6,0.0,0.5,0.0,0.8,0.0,0.5,0.5,0.9886666666666668,1.0,0.2031249999999999
40657,1.0,1.0,1.0,0.7428571428571429,0.5,1.0,0.9,0.8,1.0,0.8,0.5,2.5241666666666664,1.0,0.4457593688362918
42485,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,0.9,0.8,1.0,0.8,0.6666666666666666,2.1365,1.0,0.19430814524043172
16970,1.0,1.0,1.0,0.6571428571428571,0.5,0.8,0.25,0.8,0.0,0.8,0.8333333333333334,2.103333333333333,0.5,0.3439635535307517
31630,1.0,1.0,1.0,0.8,0.5,1.0,0.5,0.8,1.0,0.5,0.6666666666666666,2.5595,1.0,0.11323896752706075
32762,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.6955,1.0,0.5449101796407185
33511,0.65,0.5,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.8988333333333332,0.5,1.270462633451957
51352,0.8,0.9,1.0,0.37142857142857144,0.0,1.0,1.0,0.8,0.8,0.0,0.6666666666666666,1.7168333333333334,1.0,0.03106508875739637
19791,1.0,0.8500000000000001,1.0,0.7142857142857143,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.557166666666667,1.0,0.38688524590163936
20183,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,0.8,0.8,0.8,0.5,3.4795,0.5,0.2821158690176322
20244,1.0,0.95,1.0,0.7999999999999999,0.5,1.0,0.75,1.0,0.5,0.8,0.6666666666666666,2.804,1.0,0.34317343173431736
27539,1.0,1.0,0.8,1.0,1.0,1.0,0.75,1.0,0.5,0.8,0.8333333333333334,4.0,1.0,0.22129783693843588
27717,1.0,1.0,1.0,0.5714285714285714,0.0,0.8,1.0,1.0,0.8,1.0,0.8333333333333334,3.0431666666666666,1.0,0.21534653465346545
27861,1.0,0.8,0.8,0.6,0.0,0.5,0.65,1.0,0.5,1.0,1.0,3.12,1.0,0.48
31213,1.0,0.775,0.0,0.5714285714285714,0.0,0.5,0.5,0.8,0.0,0.5,0.5,2.4948333333333337,0.5,0.649164677804296
31607,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,0.8,0.8,0.3333333333333333,2.4231666666666665,1.0,0.07631874298540962
31733,0.9,0.8999999999999999,0.0,0.39999999999999997,0.0,0.5,0.5,0.5,0.8,0.5,0.3333333333333333,2.4095,0.5,0.7304189435336975
31743,1.0,0.8,1.0,0.6571428571428571,0.5,0.8,0.4,0.8,0.0,0.5,0.3333333333333333,1.3003333333333331,1.0,0.06521739130434782
31997,1.0,0.95,1.0,0.7999999999999999,0.8,1.0,0.9,0.8,1.0,0.5,0.5,2.240333333333333,1.0,0.15315315315315314
32666,0.5,0.0,0.0,0.1142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.963,0.8,0.4425287356321839
33138,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.1063333333333336,1.0,0.5225352112676056
33184,1.0,0.8,1.0,0.5142857142857143,0.0,0.8,0.25,1.0,0.5,0.8,0.8333333333333334,3.0641666666666665,1.0,0.1724890829694323
41237,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,0.75,0.8,1.0,1.0,0.4166666666666667,1.032166666666667,1.0,0.17342536669542705
42341,1.0,0.7250000000000001,1.0,0.6,0.0,0.8,0.0,0.8,0.5,0.5,0.16666666666666666,2.716,1.0,0.053364269141531265
51095,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,3.517666666666667,1.0,0.3546910755148741
52020,1.0,0.7250000000000001,1.0,0.42857142857142855,0.0,0.8,0.8,0.8,0.5,0.5,0.6666666666666666,2.7758333333333334,1.0,0.4810126582278481
52031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,3.7303333333333337,1.0,0.3725490196078432
52983,1.0,0.95,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.8,0.5,0.0,1.0,0.3694444444444446
16817,0.8,0.8999999999999999,1.0,0.37142857142857144,0.0,0.5,0.75,1.0,1.0,1.0,1.0,3.0715000000000003,1.0,0.2472924187725632
19982,0.9,0.7749999999999999,1.0,0.42857142857142855,0.5,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.8141666666666665,1.0,0.5813148788927336
31086,1.0,1.0,1.0,0.42857142857142855,0.5,1.0,0.9,0.8,0.8,0.5,0.0,3.2669999999999995,1.0,0.10567010309278348
31859,0.9,0.8,1.0,0.2857142857142857,0.0,0.5,0.5,0.8,0.8,0.8,0.3333333333333333,1.766,1.0,0.02052451539338651
32514,1.0,0.8500000000000001,0.8,0.5714285714285714,0.0,0.8,0.75,0.8,0.5,0.8,0.5,2.0166666666666666,1.0,0.21932515337423308
32852,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.8008333333333333,1.0,0.15377268385864368
41735,1.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.9695,1.0,0.29411764705882354
16795,0.9,0.8999999999999999,1.0,0.8571428571428571,0.8,1.0,0.0,0.8,0.0,0.8,0.8333333333333334,2.5886666666666667,1.0,0.5114503816793893
17230,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.25,1.0,0.0,0.8,0.3333333333333333,2.971,1.0,0.5072463768115941
20059,1.0,1.0,0.5,0.6,0.5,0.8,0.5,0.8,0.8,0.8,0.3333333333333333,1.9175,1.0,0.5960591133004927
20217,0.65,0.5,0.5,0.5142857142857143,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.4105,0.0,0.4554973821989528
22001,1.0,1.0,0.5,0.8857142857142858,0.5,0.8,1.0,0.8,0.8,0.8,0.6666666666666666,2.219666666666667,1.0,0.23469387755102036
26946,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.1335,1.0,0.23969465648854965
26995,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.891,1.0,0.21539548022598864
27162,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.9,0.8,0.5,1.0,1.0,3.423,1.0,0.5272045028142588
27171,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.75,0.8,0.8,0.5,0.0,3.2310000000000003,1.0,0.33736762481089266
27687,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.1493333333333333,1.0,0.15543412264723738
27907,1.0,0.95,1.0,0.8571428571428571,0.0,1.0,0.75,1.0,0.5,0.8,0.8333333333333334,2.475166666666667,1.0,0.33876221498371345
29407,1.0,1.0,0.8,0.5714285714285714,0.5,1.0,1.0,0.8,1.0,0.8,0.16666666666666666,2.365166666666666,1.0,0.2960893854748603
29476,1.0,0.8,1.0,0.42857142857142855,0.0,1.0,0.65,0.8,0.5,0.5,0.6666666666666666,2.949666666666667,1.0,0.15118397085610194
29650,0.9,0.8,0.5,0.6571428571428571,0.0,0.5,0.25,0.5,0.0,0.5,0.5,2.4561666666666664,1.0,0.018518518518518344
29879,1.0,0.95,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,1.0,1.0,0.0,2.48,1.0,0.20438527799530146
30124,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.7305,1.0,0.08546168958742635
30248,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,0.9,0.8,0.8,0.8,0.8333333333333334,3.146666666666667,1.0,0.0776196636481242
30405,1.0,0.95,1.0,0.6285714285714287,0.0,1.0,1.0,0.8,0.8,0.8,0.8333333333333334,1.9235,1.0,0.4020512820512821
30438,1.0,0.95,0.5,0.6,0.0,1.0,0.8,1.0,0.8,1.0,0.3333333333333333,0.94,1.0,0.4219143576826197
30474,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.3609999999999998,1.0,0.1875532821824382
30697,0.8,0.8999999999999999,1.0,0.5714285714285714,0.0,0.8,0.9,0.8,1.0,0.8,0.0,3.5625,1.0,0.08578143360752054
30890,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.9,1.0,0.8,1.0,0.0,3.85,1.0,0.1336573511543135
30916,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.5833333333333334,2.698166666666667,1.0,0.2602089268755935
30917,1.0,0.95,1.0,0.8571428571428571,0.5,1.0,1.0,0.8,1.0,0.8,0.0,3.137833333333333,1.0,0.08427672955974827
30976,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.0,3.6161666666666665,1.0,0.38293216630196936
31292,0.8,0.8,1.0,0.5714285714285714,0.0,0.5,0.65,0.8,0.5,0.5,0.0,3.468833333333334,1.0,0.4504854368932038
31453,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.685666666666666,1.0,0.25965177895533675
31458,1.0,1.0,1.0,0.8285714285714286,0.8,1.0,0.9,1.0,1.0,1.0,0.3333333333333333,2.4115,1.0,0.30555555555555564
31739,1.0,0.8,1.0,0.5142857142857143,0.5,1.0,0.9,0.8,0.8,0.8,0.5,1.624,1.0,0.10980810234541576
31760,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.712166666666667,1.0,0.14200743494423787
31805,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,2.894166666666667,1.0,0.2769396551724138
31876,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,2.4593333333333334,1.0,0.13436692506459955
31894,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.748166666666666,1.0,0.2422586520947176
31961,1.0,0.95,0.8,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,2.0595,1.0,0.09330819981149853
32165,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.016,1.0,0.3937316356513223
32221,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.190666666666667,1.0,0.4305200341005968
32240,1.0,0.95,1.0,0.7999999999999999,0.0,1.0,0.75,0.8,1.0,1.0,0.5,2.502666666666667,1.0,0.19843527738264585
32330,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,0.8,1.0,1.0,0.6666666666666666,4.0,1.0,0.15713065755764294
32392,1.0,0.95,1.0,0.2857142857142857,0.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.4466666666666663,1.0,0.21638924455825875
32538,1.0,0.9,1.0,0.48571428571428577,0.0,0.8,0.8,0.8,0.8,0.8,0.5,1.5195,1.0,0.2563451776649747
32581,1.0,1.0,1.0,0.8857142857142858,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.349166666666666,1.0,0.2995910020449899
