Session,Response,Type,Item,WCPM,Accuracy,Prosody,Retell,SAQ1,SAQ2
27237,490061,3026,2902,104.9,0.991,3.4,1.953,2,2
27237,490065,3026,2803,109.4,1,3.6,2.629,1,0
27266,490794,3026,310,71.2,0.989,2.2,2.591,2,2
27266,490798,3026,2102,64.6,1,2.4,2.8585,2,2
27266,490802,3026,2302,74.8,1,2.5,3.8725,2,2
27325,493370,3026,3106,129.5,1,3.8,3.009,2,2
27325,493374,3026,2902,132.1,1,3.8,2.897,0,2
27325,493378,3026,2803,113.5,0.851,3.5,2.5895,2,2
27376,494240,3026,310,98.7,0.943,3.5,4,2,0
27376,494244,3026,2102,90.9,1,2.9,3.224,0,2
27376,494248,3026,2302,95.4,0.976,3.4,3.7045,2,2
27407,494663,3026,2403,110.1,1,3.7,3.7155,2,2
27407,494667,3026,420,113.5,1,3.1,2.7735,0,2
27407,494671,3026,2701,123,1,3.7,2.8355,2,2
27415,494785,3026,2403,73.4,0.949,2.1,2.455,1,0
27415,494790,3026,420,99.9,1,2.9,2.0735,0,2
27415,494795,3026,2701,100.2,0.974,2.7,0.4425,2,0
27416,494806,3026,2403,73.1,1,2.4,3.057,0,2
27416,494810,3026,420,123.6,1,3.7,1.895,2,2
27416,494814,3026,2701,33.7,0.094,1.4,1.011,2,0
27538,496542,3026,2904,74.6,1,2.7,1.3655,2,2
27538,496546,3026,2402,87.4,0.977,2.7,2.082,0,1
27538,496550,3026,520,100.8,1,3.4,2.5565,0,0
27539,496562,3026,2203,64.7,0.966,2.3,4,2,2
27539,496567,3026,350,52.2,0.887,1.7,4,2,2
27539,496572,3026,2401,60.1,1,2.1,4,0,2
27543,496608,3026,2403,109.4,1,3.3,3.8355,0,2
27543,496612,3026,420,96.2,0.989,2.9,1.597,2,2
27543,496616,3026,2701,101.4,0.966,3.1,2.861,2,2
27545,496631,3026,2904,97.1,0.76,3.3,1.8035,2,0
27545,496635,3026,2402,98.1,0.977,3,3.0125,2,0
27545,496640,3026,520,111.9,0.679,3.6,1.7805,0,1
27575,496969,3026,3106,48.9,0.786,1.7,1.1215,0,0
27575,496974,3026,2902,51,0.853,1.8,1.1395,0,0
27575,496978,3026,2803,49.7,0.793,2.1,1.684,1,0
27585,497114,3026,2904,130.7,1,4,2.889,2,2
27585,497118,3026,2402,125.9,0.966,3.9,3.9005,2,2
27585,497122,3026,520,125.1,0.859,3.8,4,2,0
27606,497375,3026,1903,84.7,1,2.8,3.6585,2,2
27606,497379,3026,1603,83.3,1,2.9,4,0,0
27606,497384,3026,1401,95.4,1,2.9,3.6015,2,2
27615,497491,3026,2403,123.2,1,3.9,3.7885,2,2
27615,497495,3026,420,132,1,3.8,2.8045,2,2
27615,497499,3026,2701,134.4,1,3.9,2.673,2,2
27640,497783,3026,310,80.7,1,2.2,2.2575,2,2
27640,497787,3026,2102,81.5,1,2.5,3.393,2,2
27640,497792,3026,2302,96.7,0.976,2.4,3.213,2,2
27644,497831,3026,2904,40.3,0.76,1.7,1.7905,0,2
27644,497836,3026,2402,54.8,0.931,1.9,3.1235,2,1
27644,497841,3026,520,57.7,0.923,1.9,2.17,2,0
27676,498527,3026,2403,122.2,0.949,3.9,2.9795,2,0
27676,498531,3026,420,113.4,1,3.5,2.9445,1,2
27676,498535,3026,2701,127.2,1,4,2.7,2,2
27679,498589,3026,2904,81.4,0.97,2.6,2.3295,2,2
27679,498593,3026,2402,80.7,1,2.7,3.188,0,0
27679,498597,3026,520,100.8,0.91,3.2,2.6,0,0
27681,498625,3026,2904,96.9,0.99,3.1,1.8975,0,2
27681,498629,3026,2402,110.9,1,3.5,1.431,0,2
27681,498633,3026,520,108.5,1,3.5,2.386,0,0
27683,498662,3026,1703,67.4,0.985,2.1,1.5115,2,0
27683,498666,3026,1502,90.7,1,2.3,2.256,0,2
27683,498670,3026,2001,83.8,0.411,2,2.406,0,2
27687,498767,3026,2203,186.8,1,4.5,3.227,2,2
27687,498771,3026,350,173.3,1,4.2,3.1395,2,2
27687,498775,3026,2401,162.6,1,4.4,3.0815,2,2
27717,499217,3026,2203,96.5,1,2.8,3.4355,2,2
27717,499221,3026,350,87.3,1,2.5,2.244,2,2
27717,499225,3026,2401,72.2,0.963,2.4,3.45,0,2
27724,499388,3026,2904,98.4,0.97,3,2.347,2,2
27724,499392,3026,2402,109.3,1,3.6,2.8245,2,2
27724,499396,3026,520,115.3,0.987,3.7,3.4005,0,2
27742,499699,3026,1903,16.6,0.316,1,0.7665,0,0
27742,499703,3026,1603,12.9,0.222,1,0,2,0
27742,499707,3026,1401,25.4,0.923,1,2.4075,2,2
27754,499927,3026,1903,15.4,0.224,1,1.5525,2,0
27754,499932,3026,1603,15.4,0.264,1.1,2.1085,0,2
27754,499937,3026,1401,24,0.667,1,2.8205,2,2
27771,500239,3026,2904,94,0.98,2.9,1.693,0,0
27771,500243,3026,2402,112.1,0.977,3.1,2.294,2,1
27771,500247,3026,520,125.9,1,3.8,2.8135,0,2
27824,501151,3026,2403,53.1,0.949,1.8,3.8015,2,0
27824,501156,3026,420,56.9,0.933,1.8,2.701,1,2
27824,501161,3026,2701,51.4,0.855,1.7,1.7705,0,0
27837,501370,3026,2403,127.5,0.582,3.8,1.3185,2,2
27837,501374,3026,420,137.3,0.551,3.8,3.0255,2,2
27837,501378,3026,2701,124,0.47,3.5,2.659,2,0
27849,501559,3026,1903,24.7,0.434,1.3,2.2375,2,1
27849,501563,3026,1603,38.5,0.611,1.4,2.917,0,0
27849,501567,3026,1401,48.5,1,1.4,2.9555,2,0
27861,501795,3026,2203,38.6,0.625,1.5,2.308,2,2
27861,501799,3026,350,53.7,0.9,1.9,3.052,2,2
27861,501803,3026,2401,60,0.963,1.9,4,2,2
27873,502010,3026,2203,25.4,0.182,1.1,0.0285,0,0
27873,502015,3026,350,22.6,0.175,1.2,1.1815,0,0
27873,502019,3026,2401,0,0,-1,0.2685,2,2
27877,502033,3026,1903,19.3,0.329,1.1,0.785,2,2
27877,502038,3026,1603,0,0,-1,2.817,0,0
27877,502043,3026,1401,22.5,0.795,1.3,1.275,0,2
27907,502644,3026,2401,63,0.988,2.4,2.1765,0,2
27907,502648,3026,350,76.8,1,2.6,2.7365,2,2
27907,502652,3026,2203,54.5,0.864,2,2.5125,2,2
27940,504015,3026,2701,40.7,0.667,1.6,2.7145,2,0
27940,504019,3026,420,70.1,0.944,2.1,3.994,0,2
27940,504023,3026,2403,56.6,0.886,1.8,3.843,2,2
28051,506329,3026,2701,50.5,0.778,1.8,2.555,0,2
28051,506333,3026,420,53.4,0.831,1.6,1.1555,1,2
28051,506337,3026,2403,35.6,0.494,1.9,2.8735,2,2
28074,506957,3026,1401,76.9,0.923,1.9,1.2995,2,2
28074,506961,3026,1603,64.6,0.889,1.9,1.627,0,0
28074,506965,3026,1903,47.9,0.895,1.5,0.823,0,2
28079,507230,3026,410,108.3,1,3.4,1.038,2,2
28079,507234,3026,2504,117.4,0.787,3.3,1.89,2,0
28079,507238,3026,2101,172.5,1,4.4,1.012,1,0
28118,509660,3026,410,49.3,0.271,1.7,1.702,2,0
28118,509665,3026,2504,64.9,1,2.2,2.0755,0,0
28118,509669,3026,2101,76.3,0.397,2.1,1.3325,0,2
28135,510072,3026,520,65.2,0.987,2.5,3.3355,0,2
28135,510076,3026,2402,97.2,0.966,2.8,2.0205,2,2
28135,510080,3026,2904,83.3,0.94,2.4,2.004,2,2
28201,511253,3026,410,66.2,1,2.4,1.5935,2,2
28201,511258,3026,2504,82,0.96,3,2.666,2,0
28201,511262,3026,2101,64.3,0.973,2.1,0,0,0
28374,514365,3026,520,76.3,0.987,2.9,2.607,0,0
28374,514369,3026,2402,63.8,1,2.3,3.1305,2,1
28374,514373,3026,2904,85.3,1,2.8,2.9055,2,2
28460,516050,3026,520,110,1,3.5,3.0595,0,2
28460,516054,3026,2402,97.8,0.966,2.9,3.526,,2
28460,516058,3026,2904,99.2,0.97,3.1,2.12,2,2
28475,516517,3026,520,112.3,1,3.6,3.143,0,2
28475,516521,3026,2402,143.9,1,4.3,3.6525,2,2
28475,516525,3026,2904,101.5,0.98,3.4,1.267,2,2
28476,516533,3026,520,115.5,1,3.6,2.177,,
28476,516537,3026,2402,138.8,1,3.6,2.801,,
28476,516541,3026,2904,111,0.99,3.6,2.1555,,
28480,516576,3026,520,108.7,1,3.2,2.628,,
28480,516580,3026,2402,132.9,1,3.8,3.0395,,
28480,516584,3026,2904,123.2,0.95,3.7,2.532,,
28488,516746,3026,2803,121.8,1,3.7,3.283,0,2
28488,516750,3026,2902,126.4,0.983,3.8,3.636,2,2
28488,516754,3026,3106,108.2,0.983,3.3,1.7595,0,2
28497,516854,3026,520,62.6,0.987,2.5,2.7975,0,2
28497,516858,3026,2402,56.2,0.874,2.1,2.392,0,2
28497,516863,3026,2904,71.9,0.98,2.2,1.76,2,2
28498,516873,3026,520,156,1,4.2,2.6485,2,0
28498,516877,3026,2402,100,0.989,2.9,1.9905,2,1
28498,516881,3026,2904,108.8,0.87,2.8,1.1545,2,2
28513,517012,3026,2803,95.6,1,3,2.946,2,2
28513,517016,3026,2902,70.7,0.991,2.1,2.492,2,2
28513,517020,3026,3106,77.1,0.983,2.5,3.0945,2,2
28515,517034,3026,520,41,0.756,1.7,3.1735,0,2
28515,517038,3026,2402,50.8,0.736,2,3.311,2,1
28515,517042,3026,2904,35.8,0.58,1.6,0.855,1,2
28524,517145,3026,520,134.8,0.974,3.9,1.9595,0,2
28524,517149,3026,2402,142.5,1,4.1,1.844,2,1
28524,517153,3026,2904,149.8,1,4.4,1.5665,2,0
28544,517344,3026,520,64.4,0.744,2,1.1325,0,0
28544,517348,3026,2402,88.5,0.908,2.8,0.9465,0,0
28544,517352,3026,2904,64,0.85,2.3,1.392,0,2
28571,517910,3026,2803,123.5,1,3.7,2.309,,
28571,517914,3026,2902,102.6,0.983,3.4,1.4475,,
28571,517918,3026,3106,106.3,1,3.5,2.5305,,
28595,518107,3026,520,94.7,1,3.2,2.822,2,2
28595,518111,3026,2402,77.8,1,2.8,3.468,2,1
28595,518115,3026,2904,75.7,0.99,2.5,2.731,2,2
28693,519037,3026,2803,82.2,1,3,3.2895,,
28693,519041,3026,2902,70.1,0.974,2.8,1.8955,,
28693,519045,3026,3106,66.8,0.957,2.7,1.598,,
28763,519658,3026,2302,118.7,0.939,3.1,4,2,2
28763,519663,3026,2102,118.4,1,3.2,2.4545,2,0
28763,519667,3026,310,84,0.92,2.2,3.9215,0,0
28800,520125,3026,520,142.3,0.641,3.7,2.739,0,2
28800,520130,3026,2402,156.2,0.966,4.1,1.822,2,2
28800,520134,3026,2904,139.5,1,4,1.791,2,2
28812,520253,3026,2803,82.8,0.901,2.4,2.6485,2,2
28812,520257,3026,2902,62.1,0.845,2,1.6935,0,2
28812,520261,3026,3106,88.7,0.974,2.5,1.854,2,1
28974,521433,3026,2001,15.6,0.315,1.1,2.2905,0,0
28974,521438,3026,1502,17.5,0.41,1,2.7675,0,0
28974,521443,3026,1703,14.3,0.254,1,1.7345,0,0
29003,521642,3026,1401,74.4,1,2.1,3.423,2,0
29003,521647,3026,1603,53.8,1,1.6,3.7055,2,0
29003,521652,3026,1903,51.5,0.921,1.7,2.2315,0,0
29043,522112,3026,1401,164.6,1,4.4,4,2,0
29043,522117,3026,1603,156.2,1,3.7,3.7585,0,2
29043,522122,3026,1903,164.8,0.855,4,4,2,2
29073,522521,3026,2803,112.5,1,3.5,2.6595,2,2
29073,522526,3026,2902,112.7,1,3.5,2.069,2,2
29073,522530,3026,3106,131.2,0.983,3.9,2.4325,2,0
29099,522838,3026,2803,105.6,1,3.3,2.4065,0,2
29099,522842,3026,2902,114.9,1,3.5,1.269,2,0
29099,522846,3026,3106,107.9,1,3.2,1.714,0,2
29103,522885,3026,410,156.1,1,4.2,3.686,0,2
29103,522889,3026,2504,143.1,1,3.8,4,2,0
29103,522893,3026,2101,163.4,1,4.2,2.9535,2,2
29115,523049,3026,520,142.3,1,4.3,3.037,2,2
29115,523053,3026,2402,130.9,1,4.2,2.8925,2,1
29115,523057,3026,2904,110.1,0.98,3.7,1.925,2,2
29275,524498,3026,2302,208.8,1,4.7,2.4685,2,0
29275,524502,3026,2102,173.7,1,4.3,3.5945,2,2
29275,524506,3026,310,178.5,1,4.3,3.3065,2,0
29357,525050,3026,2001,40.9,0.699,1.5,3.2745,2,2
29357,525054,3026,1502,30.4,0.721,1.3,2.56,2,0
29357,525058,3026,1703,0,0,-1,0.843,0,0
29407,525709,3026,2401,110.5,0.901,3.3,3.4145,2,0
29407,525713,3026,350,136.1,0.838,3.1,0.8385,0,0
29407,525717,3026,2203,87.1,0.955,2.9,2.8425,0,0
29461,526232,3026,410,64.6,0.857,2.2,3.2775,2,2
29461,526237,3026,2504,61.2,0.947,2,3.4225,2,2
29461,526242,3026,2101,55.8,0.918,1.8,2.226,0,2
29462,526253,3026,520,132.9,0.987,3.9,2.737,0,2
29462,526258,3026,2402,120.4,1,3.5,2.9205,2,2
29462,526263,3026,2904,112.7,1,3.5,1.89,0,2
29476,526528,3026,2401,55.6,0.951,2,3.668,0,2
29476,526533,3026,350,54.1,0.887,1.7,2.224,0,2
29476,526538,3026,2203,50.6,0.852,1.7,2.957,2,2
29522,527128,3026,2001,40.2,0.603,1.9,2.1255,2,2
29522,527132,3026,1502,39,0.869,1.9,3.186,0,0
29522,527136,3026,1703,70.1,0.791,1.9,1.7615,2,0
29538,527421,3026,2001,30.2,0.603,1.3,0,2,0
29538,527426,3026,1502,19.5,0.443,1.1,0,0,0
29538,527431,3026,1703,22,0.328,1.1,0,2,2
29598,528281,3026,2001,34.2,0.685,1.2,2.3635,2,2
29598,528286,3026,1502,30.2,0.672,1.3,2.704,2,2
29598,528291,3026,1703,29.5,0.597,1.2,2.254,2,2
29605,528386,3026,2001,37.8,0.753,1.6,3.5035,2,2
29605,528391,3026,1502,49.6,1,1.8,3.6765,2,0
29605,528396,3026,1703,50.8,0.896,1.9,2.901,2,2
29611,528463,3026,2001,30.5,0.616,1.4,2.111,0,2
29611,528468,3026,1502,41,0.984,1.4,3.218,2,0
29611,528473,3026,1703,20.1,0.418,1.4,0.309,0,0
29619,528609,3026,2001,112.7,1,3,2.5145,2,2
29619,528613,3026,1502,108,1,2.7,2.8345,2,2
29619,528617,3026,1703,112.2,0.985,3.6,2.302,0,2
29639,528884,3026,2001,37.1,0.726,1.7,3.0745,2,2
29639,528889,3026,1502,41.8,0.951,1.6,2.6425,2,0
29639,528894,3026,1703,38,0.672,1.7,2.4885,0,0
29650,529070,3026,2401,25.5,0.42,1.4,2.729,0,2
29650,529074,3026,350,34.4,0.625,1.4,2.522,0,2
29650,529078,3026,2203,28.6,0.455,1.3,2.1175,2,0
29673,529461,3026,520,66.1,0.987,2.5,3.113,2,2
29673,529465,3026,2402,73.9,0.966,2.6,2.4735,2,0
29673,529469,3026,2904,64.1,0.95,2.3,2.4805,2,2
29680,529580,3026,1401,48.1,0.923,2,2.0155,,
29680,529584,3026,1603,48.2,0.903,2.3,3.5095,,
29680,529588,3026,1903,30.4,0.592,2,3.7095,,
29682,529618,3026,2001,27.6,0.342,1.2,3.9145,2,2
29682,529622,3026,1502,22.3,0.541,1,3.7575,2,0
29682,529626,3026,1703,21.4,0.358,1.1,4,2,2
29692,529797,3026,2001,52.8,1,1.8,1.7775,2,2
29692,529802,3026,1502,51.5,0.934,1.5,1.2665,0,0
29692,529807,3026,1703,58.9,1,1.8,0.9405,0,0
29736,530407,3026,2001,39.7,0.699,1.4,2.0515,2,2
29736,530412,3026,1502,52.3,1,1.7,2.3295,2,0
29736,530417,3026,1703,39.9,0.836,1.6,2.6885,2,2
29879,532406,3026,2801,143.1,1,3.8,3.0005,,
29879,532410,3026,3105,136.6,0.979,3.8,2.1675,,
29879,532415,3026,2601,108.6,0.974,3.5,2.272,,
29891,532553,3026,2001,65.9,0.986,1.9,3.3705,0,2
29891,532558,3026,1502,79.9,1,2.2,3.809,2,0
29891,532563,3026,1703,56.6,1,1.9,4,2,2
30056,534305,3026,2001,27.5,0.507,1.3,3.069,2,2
30056,534310,3026,1502,32.5,0.754,1.5,3.358,2,2
30056,534315,3026,1703,30,0.537,1.5,3.04,2,2
30059,534338,3026,2701,74.5,0.726,2.7,2.4425,2,2
30059,534342,3026,420,119.8,1,3.2,2.035,1,2
30059,534346,3026,2403,84.9,1,2.9,4,2,2
30080,534569,3026,2302,22.6,0.354,1.4,1.8125,2,0
30080,534574,3026,2102,23.9,0.4,1.3,1.73,2,2
30080,534579,3026,310,31,0.276,1.3,2.4655,2,0
30107,534747,3026,520,108.3,1,3.3,2.4455,2,2
30107,534751,3026,2402,84.5,1,2.8,2.4775,0,2
30107,534755,3026,2904,114.8,1,3.5,2.5265,2,0
30124,534860,3026,2801,110.4,1,3.3,2.8225,2,2
30124,534864,3026,3105,105,0.979,3.1,2.6635,2,0
30124,534868,3026,2601,110.3,0.966,3.2,2.7055,0,0
30215,535724,3026,2701,128.1,0.521,3.9,2.011,2,0
30215,535728,3026,420,98.3,0.944,2.8,1.7065,0,0
30215,535733,3026,2403,106.2,1,3.5,3.6685,2,2
30248,536016,3026,2401,77,0.963,2.2,3.819,0,2
30248,536020,3026,350,77.4,1,2.5,2.52,2,2
30248,536024,3026,2203,85.7,1,2.5,3.101,2,2
30295,536393,3026,520,58.8,0.949,1.9,2.1595,2,2
30295,536397,3026,2402,54.6,0.92,1.8,1.655,0,1
30295,536401,3026,2904,37.2,0.71,1.5,0.375,0,2
30303,536500,3026,2001,67.1,1,2.1,3.3355,2,2
30303,536504,3026,1502,80.3,0.951,1.9,1.754,2,2
30303,536508,3026,1703,61.5,0.955,1.8,1.1275,2,2
30306,536542,3026,520,31.5,0.603,1.9,1.8875,0,1
30306,536546,3026,2402,31,0.494,2.3,3.223,0,0
30306,536550,3026,2904,44.6,0.36,1.5,1.8945,0,2
30322,536708,3026,1505,84.2,1,2.6,2.704,2,2
30322,536712,3026,1807,71,1,2,2.6945,1,0
30322,536716,3026,1804,66.2,0.942,1.8,1.7475,2,0
30362,537095,3026,520,58.3,1,1.9,1.7095,0,0
30362,537100,3026,2402,87.6,1,2.6,1.033,2,1
30362,537105,3026,2904,89.3,0.94,2.5,0.842,2,2
30374,537274,3026,520,98.7,1,2.9,3.753,0,2
30374,537279,3026,2402,72.4,0.989,2.5,3.402,2,1
30374,537284,3026,2904,68.5,0.98,2,2.259,2,2
30377,537305,3026,520,127.8,1,3.9,4,0,2
30377,537309,3026,2402,138.1,1,4.1,3.04,2,2
30377,537313,3026,2904,149.8,0.99,4.3,3.471,2,2
30382,537368,3026,520,149.5,1,4.4,3.523,0,2
30382,537373,3026,2402,179,1,4.5,3.637,2,2
30382,537378,3026,2904,172.4,1,4.5,2.9255,2,2
30405,537663,3026,2801,107.4,0.977,3.3,1.2495,2,2
30405,537667,3026,3105,71.8,0.966,2.7,1.4305,2,2
30405,537671,3026,2601,116.5,0.991,3.8,3.0905,0,2
30438,537985,3026,2801,86.3,0.989,3,0.1185,0,2
30438,537989,3026,3105,67.4,0.822,2.2,1.362,0,0
30438,537993,3026,2601,84.8,0.786,2.5,1.3395,2,0
30464,538687,3026,1401,63.9,0.974,2.5,1.4745,,
30464,538691,3026,1603,71.9,1,3,2.95,,
30464,538695,3026,1903,65.6,0.895,2.8,1.967,,
30474,538844,3026,2401,118.7,1,3.4,1.937,2,2
30474,538848,3026,350,124.5,1,3.3,3.102,2,2
30474,538852,3026,2203,104.3,1,3,2.044,2,2
30481,538918,3026,2001,45.3,0.63,1.6,2.1905,0,0
30481,538923,3026,1502,79.9,0.951,1.9,3.2705,0,0
30481,538928,3026,1703,38,0.761,1.6,1.903,0,0
30493,539075,3026,410,139.9,1,4.1,3.5105,2,0
30493,539079,3026,2504,156.6,1,4.4,4,0,0
30493,539083,3026,2101,129.8,1,4,3.854,0,0
30518,539413,3026,2401,31.8,0.506,1.8,3.449,2,2
30518,539417,3026,350,49.4,0.863,2,3.152,2,2
30518,539421,3026,2203,52.2,0.795,2.2,2.747,0,0
30541,539776,3026,410,89.6,1,2.6,3.19,2,2
30541,539780,3026,2504,101.3,0.973,3.1,2.3755,2,0
30541,539784,3026,2101,111.7,1,2.9,2.5455,2,2
30547,539864,3026,410,106.5,1,3.1,4,2,0
30547,539869,3026,2504,91.1,0.947,3,4,2,0
30547,539874,3026,2101,99.7,1,2.6,4,2,2
30599,540795,3026,520,91,0.987,3.2,4,2,1
30599,540799,3026,2402,71.2,1,2.7,2.973,2,2
30599,540803,3026,2904,76.4,0.9,2.5,3.617,2,2
30642,541401,3026,410,96,0.986,2.6,2.817,2,2
30642,541405,3026,2504,119.8,1,3.5,3.7385,2,0
30642,541409,3026,2101,95.8,1,3.1,4,2,2
30673,541898,3026,410,44.6,0.929,1.6,3.6535,2,2
30673,541902,3026,2504,43.2,0.84,1.7,2.958,2,0
30673,541906,3026,2101,51.1,0.986,1.7,2.094,0,2
30683,542035,3026,410,155.2,0.943,3.9,3.304,2,2
30683,542039,3026,2504,180.4,1,4.7,3.7315,2,2
30683,542043,3026,2101,149.1,1,3.9,3.7645,2,2
30697,542164,3026,2401,90.5,0.988,2.8,3.464,,
30697,542168,3026,350,95.7,0.925,2.4,3.2235,,
30697,542173,3026,2203,94.5,1,3.1,4,,
30749,542822,3026,1401,58.2,1,1.5,4,2,2
30749,542826,3026,1603,43.3,0.861,1.5,2.879,1,0
30749,542830,3026,1903,34.5,0.645,1.3,3.212,2,2
30794,543407,3026,2302,63.5,1,1.9,1.8515,2,0
30794,543411,3026,2102,65.4,0.947,2.1,2.7665,2,2
30794,543415,3026,310,65.6,0.966,1.9,1.2805,2,0
30815,543688,3026,410,73,0.814,2.6,3.2765,2,0
30815,543692,3026,2504,79.3,0.787,2.4,2.8825,0,0
30815,543696,3026,2101,30.7,0.37,1.4,2.405,0,2
30819,543750,3026,410,111.6,0.929,3.2,2.719,2,2
30819,543754,3026,2504,90.6,1,2.9,4,2,0
30819,543758,3026,2101,117.3,0.973,3.3,3.1515,2,2
30850,544005,3026,1401,69.3,0.974,2.2,4,,
30850,544009,3026,1603,69.7,1,2.3,3.94,,
30850,544013,3026,1903,61.4,0.987,2.2,3.192,,
30880,544315,3026,1401,59,1,2,2.621,,
30880,544319,3026,1603,40.2,0.792,2.1,1.73,,
30880,544324,3026,1903,27.6,0.539,1.9,1.369,,
30890,544447,3026,2401,83.3,1,3.4,3.6485,,
30890,544451,3026,350,85.6,1,3.2,3.9015,,
30890,544455,3026,2203,75.4,1,3.3,4,,
30907,544668,3026,2701,99.6,0.983,3.5,2.4245,,
30907,544672,3026,420,125.5,0.989,3.5,3.3025,,
30907,544676,3026,2403,86.3,1,3.3,2.1845,,
30908,544687,3026,330,77.8,0.888,2.9,3.5435,2,2
30908,544691,3026,2201,99.4,1,2.8,3.6965,2,0
30908,544695,3026,2202,126.1,0.973,3,2.3165,2,2
30915,544806,3026,330,47.1,0.764,1.5,1.484,0,0
30915,544810,3026,2201,55.3,0.837,1.8,1.5065,2,2
30915,544814,3026,2202,35.1,0.671,1.4,2.501,2,0
30916,544824,3026,2801,110.2,1,3.3,3.154,0,2
30916,544828,3026,3105,110.4,1,3.3,2.246,1,2
30916,544832,3026,2601,130.7,1,3.6,2.6945,2,0
30917,544842,3026,2801,85.3,1,3.2,3.2455,,
30917,544846,3026,3105,79.7,0.918,3.2,3.03,,
30917,544851,3026,2601,87.9,1,3.2,3.138,,
30948,545286,3026,1505,26.2,0.614,1.1,2.6845,0,0
30948,545290,3026,1807,25.2,0.444,1.1,1.9835,1,0
30948,545294,3026,1804,24,0.507,1,1.57,0,2
30954,545357,3026,450,145.4,1,3.9,2.3995,0,2
30954,545361,3026,2503,123.2,0.988,3.5,1.9115,0,0
30954,545365,3026,320,105.6,0.843,3,2.6645,2,2
30976,545631,3026,2401,102.8,1,3,4,,
30976,545635,3026,350,66,1,2.6,3.239,,
30976,545640,3026,2203,95.8,1,3,3.6095,,
31020,546174,3026,520,93.2,1,2.9,4,2,2
31020,546178,3026,2402,87.8,1,2.7,3.6875,2,2
31020,546182,3026,2904,61.8,0.98,2.1,2.1415,2,2
31042,546400,3026,1401,151.1,1,4.2,4,2,2
31042,546404,3026,1603,145,1,3.8,3.2195,2,2
31042,546408,3026,1903,143.5,1,4,2.1085,2,2
31049,546522,3026,450,36.3,0.609,2.3,2.229,0,2
31049,546526,3026,2503,58.9,0.951,2.2,2.7155,0,2
31049,546530,3026,320,60.8,0.989,2.1,2.5025,0,2
31055,546619,3026,2803,112,1,3.6,4,2,0
31055,546624,3026,2902,116,1,3.8,2.8725,2,2
31055,546629,3026,3106,133.8,1,4.1,2.792,2,2
31059,546669,3026,2701,100,0.983,3.2,2.8165,,
31059,546673,3026,420,111.6,1,3.2,1.915,,
31059,546678,3026,2403,95.2,0.962,3.2,3.954,,
31086,547026,3026,2401,105.2,0.988,3.2,4,,
31086,547031,3026,350,122.7,0.963,2.9,2.482,,
31086,547037,3026,2203,120.4,1,2.8,3.319,,
31213,548809,3026,2401,50.9,0.889,1.9,3.621,2,2
31213,548813,3026,350,36.5,0.675,1.4,2.878,0,2
31213,548817,3026,2203,26.3,0.432,1.3,0.9855,0,0
31292,550002,3026,2401,71.9,0.975,2.7,3.521,,
31292,550006,3026,350,58.7,0.95,2.1,3.0095,,
31292,550011,3026,2203,56.5,0.875,2.2,3.876,,
31298,550112,3026,2701,76.9,1,2.7,2.521,,
31298,550116,3026,420,93.8,0.989,3.1,2.9005,,
31298,550120,3026,2403,97.2,1,3.2,2.8045,,
31380,551293,3026,2701,100.9,0.897,2.3,3.1615,0,0
31380,551297,3026,420,24.1,0.382,1.7,2.9675,1,0
31380,551301,3026,2403,81,0.911,2.4,2.2895,1,0
31426,551870,3026,1505,41.6,0.877,1.4,4,0,2
31426,551875,3026,1807,31.2,0.597,1.5,2.768,0,0
31426,551880,3026,1804,37.1,0.71,1.3,2.7785,0,0
31453,552319,3026,2801,133.6,1,4.2,3.9175,2,2
31453,552323,3026,3105,121.8,1,4.1,3.6245,2,2
31453,552327,3026,2601,157.3,1,4.4,3.515,0,0
31458,552415,3026,2801,165.2,1,3.4,2.372,2,2
31458,552419,3026,3105,117.1,0.966,2.8,2.4295,0,0
31458,552423,3026,2601,153.5,0.991,3.7,2.433,0,0
31501,553056,3026,2001,24.3,0.452,1.4,4,2,2
31501,553060,3026,1502,32.4,0.77,1.3,3.604,2,2
31501,553064,3026,1703,31.5,0.582,1.4,3.513,0,0
31525,553401,3026,330,62.6,1,1.9,1.7725,0,0
31525,553406,3026,2201,55.5,0.953,1.7,1.9705,2,0
31525,553410,3026,2202,71.6,0.945,1.9,1.603,0,2
31564,553894,3026,1505,28.9,0.754,1.5,2.645,0,0
31564,553898,3026,1807,28.4,0.458,1.3,2.935,0,0
31564,553902,3026,1804,34.9,0.594,1.2,1.999,0,0
31607,554490,3026,2801,76.3,0.705,2.4,2.6645,0,2
31607,554494,3026,3105,88.3,0.952,2.9,2.4615,2,0
31607,554498,3026,2601,79,0.803,3.1,2.1435,0,0
31630,554872,3026,2801,27.6,0.227,1.6,3.1565,0,2
31630,554876,3026,3105,132.3,0.966,3.7,2.381,2,0
31630,554880,3026,2601,118.6,0.957,3.4,2.141,2,2
31708,556143,3026,1505,57.4,1,2.1,2.964,0,2
31708,556147,3026,1807,53.5,1,1.9,2.267,0,0
31708,556151,3026,1804,59.9,1,1.8,2.7585,0,2
31724,556418,3026,410,116.3,0.957,3.4,3.2175,2,2
31724,556422,3026,2504,119.4,1,3.6,3.275,2,0
31724,556426,3026,2101,99.9,1,3.3,2.971,2,2
31729,556512,3026,2803,105.4,1,3.4,2.4125,1,0
31729,556516,3026,2902,108.4,1,3.6,1.852,0,0
